sample_id,source,split,text,categories_fine,categories_coarse,sentiments,aspect_terms,is_implicit_flags,num_aspects,has_implicit,has_conflict,consistency_score,mode
synthetic_000146,yelp,train,Kinda a dive bar but could have been cool.  We found the girl bartender to be pretentious and rude.  All she seemed to care about is rushing through our order so she could go back and talk to her friends and giving smart ass answers every time you asked her a question.,"['SERVICE#GENERAL', 'SERVICE#GENERAL']","['Service', 'Service']","['negative', 'negative']","['girl bartender', None]","[False, True]",2,True,False,,label
synthetic_000147,yelp,train,"Went here 3 times one weekend while in town for a baseball tournament! Great food and service every time. From breakfast meals to sandwiches, every one was pleased with their choices. It's a good option for groups and files","['FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['Food', 'Service', 'General']","['positive', 'positive', 'positive']","['food', 'service', 'option for groups']","[False, False, False]",3,False,False,,label
synthetic_000148,yelp,train,"Great place, great food, wonderful service, and you just can't beat the price!  If you are looking for authentic puertorrican food this is the place to go.  You will feel you are enjoying a meal with family and friends.  Best mofongo ever!!!!","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#PRICES', 'FOOD#QUALITY']","['General', 'Food', 'Service', 'Price', 'Food']","['positive', 'positive', 'positive', 'positive', 'positive']","['place', 'food', 'service', None, 'mofongo']","[False, False, False, True, False]",5,True,False,,label
synthetic_000149,yelp,train,A need to understand customer service. Very disappointed with the lack of understanding. Traveling down from NY to take my Mother to a musical at the Media Theater. Picked Mom up at the nursing home. Looking to get a reservation at one of my Mom's favorite testaruants.  Unfortunately the person on the phone wouldn't accommodate a reservation for our party of 4. They only take reservations for large parties. Silly,['SERVICE#GENERAL'],['Service'],['negative'],[None],[True],1,True,False,,label
synthetic_000150,yelp,train,"I can only comment on the vermicelli bowls because I have never had the Pho.   The vermicelli are a decent size and a fair price. Conveniently located if you live in the Alberta Ave neighbourhood, my orders have always been ready in 15 minutes - even on a Friday night.","['FOOD#QUALITY', 'FOOD#PRICES', 'LOCATION#GENERAL', 'SERVICE#GENERAL']","['Food', 'Price', 'General', 'Service']","['neutral', 'positive', 'positive', 'positive']","['vermicelli bowls', 'vermicelli bowls', None, None]","[False, False, True, True]",4,True,True,,label
synthetic_000151,yelp,train,"Was that Mexican??? I think not.  No taste, no spice, and not even close to Mexican!!!   My dogs would not eat it, when I could not get it down.","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY']","['Food', 'Food']","['negative', 'negative']","['Mexican', None]","[False, True]",2,True,False,,label
synthetic_000152,yelp,train,Decent food but gave me indigestion from another planet i swear.  Do yourself a favor and just microwave a frozen acme pizza,['FOOD#QUALITY'],['Food'],['negative'],['food'],[False],1,False,False,,label
synthetic_000153,yelp,train,"Staff is friendly. Walters trio enchiladas where terrible and the rice was uncooked, gross. My friends liked the mahi mahi and juicy Lucy burger.","['SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Service', 'Food', 'Food', 'Food', 'Food']","['positive', 'negative', 'negative', 'positive', 'positive']","['Staff', 'Walters trio enchiladas', 'rice', 'mahi mahi', 'juicy Lucy burger']","[False, False, False, False, False]",5,False,True,,label
synthetic_000154,yelp,train,"I was told by many that the banh mi's were good here but I have had better. I think for the price you get an excellence size and value but the quality of the sandwich itself, at least the grilled pork variety, could have been better. I am sure that there are better banh mi stands in the area but this one for sure is solid. Don't expect amazing but expect good.","['FOOD#QUALITY', 'FOOD#PRICES', 'FOOD#PRICES', 'FOOD#QUALITY']","['Food', 'Price', 'Price', 'Food']","['neutral', 'positive', 'positive', 'negative']","[""banh mi's"", 'price', 'size and value', 'grilled pork variety']","[False, False, False, False]",4,False,True,,label
synthetic_000155,yelp,train,"Been coming here for years... this place would be so good if they could only fix their wait staff.    The service here, while has been great at times, overall sucks.  The high school/college aged girls that seem to dominate the staff seem to be more interested in chatting it up with each other, texting, etc than seeing to their customers.","['RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'SERVICE#GENERAL']","['General', 'Service', 'Service']","['positive', 'negative', 'negative']","['place', 'wait staff', 'service']","[False, False, False]",3,False,True,,label
synthetic_000156,yelp,train,Really love the atmosphere here.  It is perfect for lunch but rather pricey for dinner.  I'm actually more of a fan of the lunch fare anyway so it works for me.  They do have a rewards card so be sure to get started on one of those so you can build up points.  They also have a nice patio in the back for warm weather days.  Friendly staff too!,"['AMBIENCE#GENERAL', 'RESTAURANT#PRICES', 'FOOD#QUALITY', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['Ambience', 'Price', 'Food', 'General', 'Ambience', 'Service']","['positive', 'negative', 'positive', 'positive', 'positive', 'positive']","['atmosphere', None, 'lunch fare', 'rewards card', 'patio', 'staff']","[False, True, False, False, False, False]",6,True,True,,label
synthetic_000157,yelp,train,"The Waffle House has consistent quality wherever you go. I'm not really fond of their business model with their yelling and very small dining area, but I get it.  I still look forward to going for breakfast.","['FOOD#QUALITY', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['Food', 'General', 'Ambience', 'Ambience']","['positive', 'negative', 'negative', 'negative']","['quality', 'business model', 'yelling', 'dining area']","[False, False, False, False]",4,False,True,,label
synthetic_000158,yelp,train,I'm not a breakfast person so I wasn't very excited about going here but wow!!! The wait was LONG - but worth it. The best food at our table was crawfish biscuit but everything else was very good. My son loved his fried chicken gravy biscuit and the hash browns were really good. The staff were very helpful when we explained our time crunch and helped by taking our order before we got our table. Excellent.,"['SERVICE#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['Service', 'Service', 'Food', 'Food', 'Food', 'Service']","['negative', 'positive', 'positive', 'positive', 'positive', 'positive']","[None, None, 'crawfish biscuit', 'fried chicken gravy biscuit', 'hash browns', 'staff']","[True, True, False, False, False, False]",6,True,True,,label
synthetic_000159,yelp,train,"Nice place.  Waitress was attentive and did a great job.  We enjoyed salad and the cheese bread sticks.  I would get both again.  We had a handtossed sausage pizza.  The pizza itself was not the best becuase the sausage was terrible.  I would not recommend the sausage at all.  If you enjoy eating sausage, don't come here to eat it.","['RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['General', 'Service', 'Food', 'Food', 'Food', 'Food']","['positive', 'positive', 'positive', 'positive', 'negative', 'negative']","['place', 'waitress', 'salad', 'cheese bread sticks', 'handtossed sausage pizza', 'sausage']","[False, False, False, False, False, False]",6,False,True,,label
synthetic_000160,yelp,train,"Overpriced fast food joint.   Skip the pretension and just go to McDonald's down the street.  I was not impressed with the service, the selections or the food.   Only good point was the actual ice cream for dessert.   So skip the more and just get some ice cream to go.","['RESTAURANT#PRICES', 'SERVICE#GENERAL', 'FOOD#STYLE_OPTIONS', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Price', 'Service', 'Food', 'Food', 'Food']","['negative', 'negative', 'negative', 'negative', 'positive']","[None, 'service', 'selections', 'food', 'ice cream']","[True, False, False, False, False]",5,True,True,,label
synthetic_000161,yelp,train,"Good wings with lots of flavor choices. Good seasoned fries. Not a lot of beers to choose from bit I figure most of the people who hang out here are just fine with Budweiser and corona. Its a bit cramped but not too bad. Also, why do all the waitresses wear false eyelashes?","['FOOD#QUALITY', 'FOOD#QUALITY', 'DRINKS#STYLE_OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['Food', 'Food', 'Food', 'Service', 'Ambience']","['positive', 'positive', 'negative', 'negative', 'negative']","['wings', 'fries', 'beers', None, None]","[False, False, False, True, True]",5,True,True,,label
synthetic_000162,yelp,train,"I've lived near this place for many years. But there are tons of pizza and sandwich places in this area. It's saturated. I know we tried the pizza years ago and were disappointed. Tonight we got pizza steaks and they were fabulous. Soft rill, packed with meat, right amount of cheese and perfect sauce. I'm really impressed and we'll definitely order from them again.","['FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food']","['positive', 'negative']","['pizza steaks', 'pizza']","[False, False]",2,False,True,,label
synthetic_000163,yelp,train,"The only benefit to coming here is large portion size. Four of us went, we got spicy chicken, lomein, fried rice and the ahi bowl. The ahi bowl was ok, the rest was absolute garbage. All of the dishes were very bland, you would be better off getting the frozen Chinese food in the grocery store. Never coming back.","['FOOD#STYLE_OPTIONS', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food', 'Food']","['positive', 'neutral', 'negative', 'negative']","['portion size', 'ahi bowl', 'spicy chicken, lomein, fried rice', None]","[False, False, False, True]",4,True,True,,label
synthetic_000164,yelp,train,"Horrible, old, cigarette smelly (even tho we requested smoke-free); room was never serviced during our 2-night stay, toilet starting leaking the morning we left. Needs a complete, total, expensive remodel!!!","['RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'AMBIENCE#GENERAL']","['General', 'Service', 'General', 'Ambience']","['negative', 'negative', 'negative', 'negative']","['room', None, 'toilet', None]","[False, True, False, True]",4,True,False,,label
synthetic_000165,yelp,train,Place is going downhill. They raised the prices but not on the menu.   Served cheese whiz instead of Swiss.  Had to get out money back. Staff was rude when questioned.  Just about threw our money back at us.,"['RESTAURANT#PRICES', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['Price', 'Food', 'Service']","['negative', 'negative', 'negative']","['prices', 'cheese whiz', 'Staff']","[False, False, False]",3,False,False,,label
synthetic_000166,yelp,train,"Absolutely charming breakfast, brunch, and dinner spot. Happened it while in Philly for a conference and actually considered extending my stay just to explore their menu fully.  Food is elegant but has a warm, home cooked feel, coffee is strong, and the ambiance is great.  Gotta love a spot whose servers shout ""Opa"" when a guest breaks a glass!","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'DRINKS#QUALITY', 'AMBIENCE#GENERAL', 'SERVICE#GENERAL']","['General', 'Food', 'Food', 'Ambience', 'Service']","['positive', 'positive', 'positive', 'positive', 'positive']","['breakfast, brunch, and dinner spot', 'Food', 'coffee', 'ambiance', 'servers']","[False, False, False, False, False]",5,False,False,,label
synthetic_000167,yelp,train,"UPDATE - I am giving them a star back because it appears the owner keeps up with yelp comments and genuinely cares about reviews and customer satisfaction. This has impressed me enough to go back for another try (plus a craving for truffle fries that will not go away), hopefully, after my next visit i will be able to bump it up another star or two.  500, I will see you soon. Fellow yelpers, I will keep you posted.","['RESTAURANT#MISCELLANEOUS', 'FOOD#QUALITY']","['General', 'Food']","['positive', 'positive']","['owner', 'truffle fries']","[False, False]",2,False,False,,label
synthetic_000168,yelp,train,I love this place! The pizza is perfection due in part to the wood fired oven. The appetizers are great too. They use really ingredients and it shows. It is a simple neopalatin style pizza but the flavors all work well to make a great pizza. Service is great and they always have a amazing selection of beers.,"['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS', 'SERVICE#GENERAL', 'DRINKS#STYLE_OPTIONS']","['General', 'Food', 'Food', 'Food', 'Food', 'Food', 'Service', 'Food']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['place', 'pizza', 'appetizers', 'ingredients', 'wood fired oven', 'neapolitan style pizza', 'Service', 'beers']","[False, False, False, False, False, False, False, False]",8,False,False,,label
synthetic_000169,yelp,train,"Don't know what it is but If my tummy's feeling icky, I can count on Chipotle's stake to fix me up. I just have to remember not to go during full on lunch time. I usually go between 2 & 4 when it's peaceful and calm. Busy or not the service is always friendly and fast!","['FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['Food', 'Service', 'Ambience']","['positive', 'positive', 'positive']","['stake', None, None]","[False, True, True]",3,True,False,,label
synthetic_000170,yelp,train,"DON'T BOTHER GETTING THE GROUPON. The sushi was terrible and they DIDN'T HONOR the Groupon because I didn't present it when I was seated. I've used many, many Groupons in other establishments and have never been refused. I called Groupon and got a refund from them and reported that Yakuza did not accept it.  BIG THUMBS DOWN for Yakuza, thumbs up for Groupon.","['FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'RESTAURANT#GENERAL']","['Food', 'Service', 'General', 'General']","['negative', 'negative', 'positive', 'negative']","['sushi', None, 'Groupon', 'Yakuza']","[False, True, False, False]",4,True,True,,label
synthetic_000171,yelp,train,Excellent amount of food with their early bird specials from 2-5pm. Food was average at best. People were friendly and everything was clean. Prices were pretty good,"['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['Food', 'Food', 'Service', 'Ambience', 'Price']","['neutral', 'positive', 'positive', 'positive', 'positive']","['food', 'early bird specials', 'people', None, 'prices']","[False, False, False, True, False]",5,True,True,,label
synthetic_000172,yelp,train,I really don't like being told that the chef changed how something is made months ago and that I have been eating buttermilk for who knows how long.  That is not cool.  All of the seitan dishes were either removed from the menu or they were changed to include animal junk.  Basically this place has gone from being awesome to just another burrito shop for the vegan community.  Boo!,"['SERVICE#GENERAL', 'FOOD#STYLE_OPTIONS', 'FOOD#STYLE_OPTIONS', 'RESTAURANT#GENERAL']","['Service', 'Food', 'Food', 'General']","['negative', 'negative', 'negative', 'negative']","['chef', 'seitan dishes', 'menu', None]","[False, False, False, True]",4,True,False,,label
synthetic_000173,yelp,train,"Lots of slots, you have to pay to park, the cocktail waitresses aren't cute, drinks take forever, and everyone smokes in there..... I'd still go back though","['RESTAURANT#MISCELLANEOUS', 'RESTAURANT#PRICES', 'SERVICE#GENERAL', 'DRINKS#QUALITY', 'AMBIENCE#GENERAL']","['General', 'Price', 'Service', 'Food', 'Ambience']","['positive', 'negative', 'negative', 'negative', 'negative']","['slots', 'park', 'cocktail waitresses', None, None]","[False, False, False, True, True]",5,True,True,,label
synthetic_000174,yelp,train,"This place has a good location in Hillsboro Village and lots of well-positioned tv screens (had a good time watching some world cup matches here).  However, the food is fairly bad.  Service is all right, sometimes slow.  Eh.","['LOCATION#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'SERVICE#GENERAL']","['General', 'General', 'Food', 'Service', 'Service']","['positive', 'positive', 'negative', 'neutral', 'negative']","['location', 'tv screens', 'food', 'service', None]","[False, False, False, False, True]",5,True,True,,label
synthetic_000175,yelp,train,"Really, you can't put meat on the side for a taco salad? And your justification is a stumble over a bunch of words? I don't understand??? I definitely won't be back!","['FOOD#STYLE_OPTIONS', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['Food', 'Service', 'General']","['negative', 'negative', 'negative']","['meat on the side for a taco salad', None, None]","[False, True, True]",3,True,False,,label
synthetic_000176,yelp,train,"Got my haircut with Elijah ""Eli"" and I have to say that the vibe in this place is simply amazing, just a bunch of guys enjoying a good cut and laughing.  It was great, Eli was amazing and the price matches the quality! Definitely my new shop up here on the North Side.","['AMBIENCE#GENERAL', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['Ambience', 'Service', 'Price']","['positive', 'positive', 'positive']","['vibe', 'Eli', 'price']","[False, False, False]",3,False,False,,label
synthetic_000177,yelp,train,"Amazing food and drinks, good coffee. BUT there's flies everywhere. I eat here pretty often and that's always a problem.","['FOOD#QUALITY', 'DRINKS#QUALITY', 'DRINKS#QUALITY', 'AMBIENCE#GENERAL']","['Food', 'Food', 'Food', 'Ambience']","['positive', 'positive', 'positive', 'negative']","['food', 'drinks', 'coffee', 'flies']","[False, False, False, False]",4,False,True,,label
synthetic_000178,yelp,train,"Great food... Love the Fish tacos & Nachos are great  it's really a nice atmosphere for family settings and night or dates too.. Music beach bar, home made ice cream  & a little play ground - it's great","['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'AMBIENCE#GENERAL']","['Food', 'Food', 'Food', 'Ambience']","['positive', 'positive', 'positive', 'positive']","['food', 'Fish tacos', 'Nachos', 'atmosphere']","[False, False, False, False]",4,False,False,,label
synthetic_000179,yelp,train,"Some of the finest Mexican food I've had. The fried fish taco is WONDERFUL, as is all of the other food. My biggest regret is not buying their red sauce and birria to take home.   Also-there is no air conditioning. They do have ceiling fans, but we all know those aren't necessarily helpful in the monsoon season. The food is definitely worth the trip though!","['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['Food', 'Food', 'Food', 'Ambience', 'Ambience']","['positive', 'positive', 'positive', 'negative', 'negative']","['Mexican food', 'fried fish taco', 'red sauce and birria', 'air conditioning', None]","[False, False, False, False, True]",5,True,True,,label
synthetic_000180,yelp,train,"Great food! The wait was a bit long, and their wait list process is a bit confusing. But other than that it was nice, friendly, and quick service. And the food was fantastic.","['FOOD#QUALITY', 'SERVICE#GENERAL', 'SERVICE#GENERAL']","['Food', 'Service', 'Service']","['positive', 'negative', 'positive']","['food', None, None]","[False, True, True]",3,True,True,,label
synthetic_000181,yelp,train,Rooms were better than expected judging by the exterior of hotel.  Great food in casino.  Great service all around.  Casino is way to smokey to the point it was hard to breathe.,"['LOCATION#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['General', 'General', 'Food', 'Service', 'Ambience']","['negative', 'positive', 'positive', 'positive', 'negative']","['exterior of hotel', 'Rooms', 'food', 'service', 'Casino']","[False, False, False, False, False]",5,False,True,,label
synthetic_000182,yelp,train,"They are really great with making cakes last minute, as I can attest to! I've had a sampling of most of their cakes, and they're all delicious. A little too sweet for my personal preference, but that's not a bad flaw to have!","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS', 'FOOD#QUALITY']","['Food', 'Food', 'Food']","['positive', 'positive', 'negative']","['cakes', 'cakes', None]","[False, False, True]",3,True,True,,label
synthetic_000183,yelp,train,"After reading all the glowing reviews, we stopped in for a drink on Sunday afternoon. The bartender was the worst we've experienced during our visit to NoLa. There was not a single ""friendly/neighborly"" vibe to be found. He was kind of a jerk who could care less about anyone sitting around his bar. We finished our drinks and promptly left.","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['Service', 'Service', 'Ambience']","['negative', 'negative', 'negative']","['bartender', None, None]","[False, True, True]",3,True,False,,label
synthetic_000184,yelp,train,"Food was not very good and speed of service is very slow. Our waitress was very friendly tho. Granted We cane here on a Friday night, but it shouldn't take 1hr and half to serve dinner for two.  Poor execution on food and speed of service. I will not be coming here again.","['FOOD#QUALITY', 'SERVICE#GENERAL', 'SERVICE#GENERAL']","['Food', 'Service', 'Service']","['negative', 'negative', 'positive']","['Food', 'speed of service', 'waitress']","[False, False, False]",3,False,True,,label
synthetic_000185,yelp,train,Service and management terrible... After messing up all 4 of our orders the waiter got mad and started cursing... The manager offered our drinks to be free.. What a mess. The food was cold and nasty didn't even eat half of it and waited over an hour... I will never dine in any cracker barrel again after this experience...,"['SERVICE#GENERAL', 'SERVICE#GENERAL', 'SERVICE#GENERAL', 'DRINKS#QUALITY', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['Service', 'Service', 'Service', 'Food', 'Food', 'Service', 'General']","['negative', 'negative', 'negative', 'positive', 'negative', 'negative', 'negative']","['Service and management', 'waiter', 'manager', 'drinks', 'food', None, None]","[False, False, False, False, False, True, True]",7,True,True,,label
synthetic_000186,yelp,train,"Tried The Wine Loft last night and had a complete different experience then what most reviewers had. Our service was phenomenal, wine was delicious, and the food we tried was tasty! My husband and I shared the brie and mini sliders. We also shared a bottle of a great cab that complimented our food well. They have a nice happy hour!","['SERVICE#GENERAL', 'DRINKS#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'DRINKS#QUALITY', 'RESTAURANT#MISCELLANEOUS']","['Service', 'Food', 'Food', 'Food', 'Food', 'General']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['service', 'wine', 'food', 'brie and mini sliders', 'cab', 'happy hour']","[False, False, False, False, False, False]",6,False,False,,label
synthetic_000187,yelp,train,"Dorignac's is a great local grocery store.  They have tons of local products, as well as national brands.  The quality is pretty good.  The employees are friendly and helpful.  I only wish they had a couple more locations.  I only go here when I'm in the area, and that's not very often.","['RESTAURANT#GENERAL', 'FOOD#STYLE_OPTIONS', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'LOCATION#GENERAL']","['General', 'Food', 'Food', 'Service', 'General']","['positive', 'positive', 'positive', 'positive', 'negative']","[""Dorignac's"", 'local products', 'quality', 'employees', None]","[False, False, False, False, True]",5,True,True,,label
synthetic_000188,yelp,train,"If you're a fan of sweets, this spot is worth visiting.  They're well-known for their pralines, but there are plenty of other desserts to choose from here.  They even have guys in the front (or back?) of the store making pralines that you can watch.","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['General', 'Food', 'Food']","['positive', 'positive', 'positive']","['spot', 'pralines', 'desserts']","[False, False, False]",3,False,False,,label
synthetic_000189,yelp,train,"Food was a 3.5 or so, but our server Kiki pushed our rating up to 4.  Oysters on half shell were good (but so damn big!).   BBQ oysters were really tasty.   Turtle soup - solid and spicy.   BBQ shrimp - wife loved it, I thought just ok.","['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Service', 'Food', 'Food', 'Food', 'Food']","['neutral', 'positive', 'positive', 'positive', 'positive', 'neutral']","['Food', 'Kiki', 'Oysters on half shell', 'BBQ oysters', 'Turtle soup', 'BBQ shrimp']","[False, False, False, False, False, False]",6,False,True,,label
synthetic_000190,yelp,train,I've been to this place in numerous occasions and I have never been disappointed! My friend and I are traveling to Puerto Rico and my mother in law wanted Tamales! They were very accommodating and gave us free samples and offer to cook them and pack them for us! Great place and very friendly staff!,"['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['General', 'Service']","['positive', 'positive']","['place', 'staff']","[False, False]",2,False,False,,label
synthetic_000191,yelp,train,The food here was much better when it first opened.  Still a solid and easy BBQ and meat option just not enough to go 4 stars even.  The meat is good.  The sides are what has declined. Their biscuits aren't that great - a little too dense.  Nice selection of desserts.,"['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['Food', 'Food', 'Food', 'Food']","['negative', 'positive', 'negative', 'positive']","['food', 'meat', 'biscuits', 'desserts']","[False, False, False, False]",4,False,True,,label
synthetic_000192,yelp,train,This place is dirty and old! If you go to the drive thru you'll get better service than if you go inside. Lunch time is the worst. It's like the found the slowest people to ring during the busiest time.,"['RESTAURANT#GENERAL', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['General', 'Service', 'Ambience']","['negative', 'negative', 'negative']","['place', None, None]","[False, True, True]",3,True,False,,label
synthetic_000193,yelp,train,Best pizza ever Worst service tho  I still keep coming because the pizza is still go but be ready to wait a hour or more and to wait in a long line for a refil of soda   On a slow night it's awesome no complaints,"['FOOD#QUALITY', 'SERVICE#GENERAL', 'SERVICE#GENERAL', 'DRINKS#QUALITY', 'AMBIENCE#GENERAL']","['Food', 'Service', 'Service', 'Food', 'Ambience']","['positive', 'negative', 'negative', 'negative', 'positive']","['pizza', 'service', None, 'soda', None]","[False, False, True, False, True]",5,True,True,,label
synthetic_000194,yelp,train,"Stopped in for the lunch menu with my girlfriend, place was extremely clean, food was ON POINT!  And AFFORDABLE Can't wait to go back!!","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#PRICES']","['General', 'Food', 'Price']","['positive', 'positive', 'positive']","['place', 'food', None]","[False, False, True]",3,True,False,,label
synthetic_000195,yelp,train,"Smoke and Barrel BBQ, less than marginal at best, I don't think I will ever come again! They should have kept Pastavino. Tri tip was roasted not smoked or BBQ'd cut into one inch squares, bread was hard. The chicken was the only thing somewhat worth eating.","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['General', 'Food', 'Food', 'Food']","['negative', 'negative', 'negative', 'positive']","['Smoke and Barrel BBQ', 'Tri tip', 'bread', 'chicken']","[False, False, False, False]",4,False,True,,label
synthetic_000196,yelp,train,"Fiorello's is awesome! My daughter's graduation was this past Saturday 5/31 and we were looking for something in west chester for lunch after the graduation with easy parking and great food.  we had 16 people and we all had GREAT meals. the service was outstanding and the ambiance was perfect - casual but very, very nice. I can't say enough about what a great experience we had.","['RESTAURANT#GENERAL', 'FOOD#QUALITY', 'SERVICE#GENERAL', 'AMBIENCE#GENERAL']","['General', 'Food', 'Service', 'Ambience']","['positive', 'positive', 'positive', 'positive']","[""Fiorello's"", 'food', 'service', 'ambiance']","[False, False, False, False]",4,False,False,,label
synthetic_000197,yelp,train,"Service was awesome, food was delicious! Very busy place for brunch on weekends but the wait was well worth it","['SERVICE#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['Service', 'Food', 'General']","['positive', 'positive', 'neutral']","['Service', 'food', 'place']","[False, False, False]",3,False,True,,label
synthetic_000198,yelp,train,We are from out of town here on vacation. We really enjoyed the restaurant and the fish tank display. There is a lot of interesting Guy Harvey merchandise up front also.,"['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","['General', 'Ambience', 'General']","['positive', 'positive', 'positive']","['restaurant', 'fish tank display', 'Guy Harvey merchandise']","[False, False, False]",3,False,False,,label
synthetic_000199,yelp,train,I loved it.... Food was good and I love the atmosphere drinks were great!!! It's really a upscale version of the Cheesecake Factory.,"['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'DRINKS#QUALITY']","['Food', 'Ambience', 'Food']","['positive', 'positive', 'positive']","['Food', 'atmosphere', 'drinks']","[False, False, False]",3,False,False,,label
synthetic_000200,yelp,train,This is one of the busiest Chick fil A's I've seen but they always manage to be quick and have exceptional service! I seriously don't know how they can be so quick and great all the time! One of my favorite places!,"['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['General', 'Service']","['positive', 'positive']","['Chick fil A', None]","[False, True]",2,True,False,,label
synthetic_000201,yelp,train,"I am glad I was able to join friend for their reservations at Luke. The drinks were wonderful! First time having raw and fried oysters, I was told the raw oysters were less salty then regular which I appreciated. I had the crab bisque which was divine, tried my friends shrimp and grits, and the bread pudding, all were glorious and to top it off the serves was great.","['DRINKS#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY', 'SERVICE#GENERAL']","['Food', 'Food', 'Food', 'Food', 'Food', 'Service']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']","['drinks', 'raw oysters', 'crab bisque', 'shrimp and grits', 'bread pudding', 'serves']","[False, False, False, False, False, False]",6,False,False,,label
synthetic_000202,yelp,train,My wife and I have shopped here for years. They have the best available produce all the time - local when available and best source otherwise. We picked up sweet corn today and it was from Georgia. Last time it was California sweet corn because that was all that was available. The main reason we stopped was for Georgia peaches. Mmmm. They also have a small greenhouse and plants throughout the growing season.,"['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#QUALITY']","['Food', 'Food', 'Food']","['positive', 'positive', 'positive']","['produce', 'sweet corn', 'Georgia peaches']","[False, False, False]",3,False,False,,label
synthetic_000203,yelp,train,"This place is just awful. Great atmosphere, but food is just plain bad. I've given it too many tries. Done.","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'RESTAURANT#GENERAL']","['Ambience', 'Food', 'General']","['positive', 'negative', 'negative']","['atmosphere', 'food', 'place']","[False, False, False]",3,False,True,,label
